// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1/" /p:OutDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\publish/" in C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1
// command took 4.85 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1/" /p:OutDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:OutputPath="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" /p:PublishDir="C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\publish/" --output "C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0/" in C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1
// command took 13.23 sec and exited with 0
// ***** Done, took 00:00:18 (18.5 sec)   *****
// Found 2 benchmarks:
//   CoffeeBench.UseSplit: DefaultJob
//   CoffeeBench.UseSpan: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  79: 8388608 op, 550458800.00 ns, 65.6198 ns/op
WorkloadActual  80: 8388608 op, 486921000.00 ns, 58.0455 ns/op
WorkloadActual  81: 8388608 op, 516531200.00 ns, 61.5753 ns/op
WorkloadActual  82: 8388608 op, 534690300.00 ns, 63.7401 ns/op
WorkloadActual  83: 8388608 op, 535299500.00 ns, 63.8127 ns/op
WorkloadActual  84: 8388608 op, 546185700.00 ns, 65.1104 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 486727950.00 ns, 58.0225 ns/op
WorkloadResult   2: 8388608 op, 515563050.00 ns, 61.4599 ns/op
WorkloadResult   3: 8388608 op, 465967650.00 ns, 55.5477 ns/op
WorkloadResult   4: 8388608 op, 468363950.00 ns, 55.8333 ns/op
WorkloadResult   5: 8388608 op, 471828450.00 ns, 56.2463 ns/op
WorkloadResult   6: 8388608 op, 531507250.00 ns, 63.3606 ns/op
WorkloadResult   7: 8388608 op, 462376450.00 ns, 55.1196 ns/op
WorkloadResult   8: 8388608 op, 472963950.00 ns, 56.3817 ns/op
WorkloadResult   9: 8388608 op, 437114850.00 ns, 52.1082 ns/op
WorkloadResult  10: 8388608 op, 496281950.00 ns, 59.1614 ns/op
WorkloadResult  11: 8388608 op, 447660150.00 ns, 53.3652 ns/op
WorkloadResult  12: 8388608 op, 468356850.00 ns, 55.8325 ns/op
WorkloadResult  13: 8388608 op, 431172650.00 ns, 51.3998 ns/op
WorkloadResult  14: 8388608 op, 502609250.00 ns, 59.9157 ns/op
WorkloadResult  15: 8388608 op, 473944350.00 ns, 56.4986 ns/op
WorkloadResult  16: 8388608 op, 518224350.00 ns, 61.7772 ns/op
WorkloadResult  17: 8388608 op, 516318450.00 ns, 61.5500 ns/op
WorkloadResult  18: 8388608 op, 498249250.00 ns, 59.3959 ns/op
WorkloadResult  19: 8388608 op, 474258650.00 ns, 56.5360 ns/op
WorkloadResult  20: 8388608 op, 485551750.00 ns, 57.8823 ns/op
WorkloadResult  21: 8388608 op, 540966550.00 ns, 64.4882 ns/op
WorkloadResult  22: 8388608 op, 513187450.00 ns, 61.1767 ns/op
WorkloadResult  23: 8388608 op, 545259550.00 ns, 65.0000 ns/op
WorkloadResult  24: 8388608 op, 546671050.00 ns, 65.1683 ns/op
WorkloadResult  25: 8388608 op, 505641950.00 ns, 60.2772 ns/op
WorkloadResult  26: 8388608 op, 473981450.00 ns, 56.5030 ns/op
WorkloadResult  27: 8388608 op, 500212550.00 ns, 59.6300 ns/op
WorkloadResult  28: 8388608 op, 492691150.00 ns, 58.7334 ns/op
WorkloadResult  29: 8388608 op, 500878750.00 ns, 59.7094 ns/op
WorkloadResult  30: 8388608 op, 454986150.00 ns, 54.2386 ns/op
WorkloadResult  31: 8388608 op, 495853650.00 ns, 59.1104 ns/op
WorkloadResult  32: 8388608 op, 498666650.00 ns, 59.4457 ns/op
WorkloadResult  33: 8388608 op, 479146750.00 ns, 57.1187 ns/op
WorkloadResult  34: 8388608 op, 449140350.00 ns, 53.5417 ns/op
WorkloadResult  35: 8388608 op, 473075150.00 ns, 56.3950 ns/op
WorkloadResult  36: 8388608 op, 512787650.00 ns, 61.1291 ns/op
WorkloadResult  37: 8388608 op, 490612650.00 ns, 58.4856 ns/op
WorkloadResult  38: 8388608 op, 465378950.00 ns, 55.4775 ns/op
WorkloadResult  39: 8388608 op, 480221650.00 ns, 57.2469 ns/op
WorkloadResult  40: 8388608 op, 495760050.00 ns, 59.0992 ns/op
WorkloadResult  41: 8388608 op, 470804750.00 ns, 56.1243 ns/op
WorkloadResult  42: 8388608 op, 454917450.00 ns, 54.2304 ns/op
WorkloadResult  43: 8388608 op, 456042950.00 ns, 54.3646 ns/op
WorkloadResult  44: 8388608 op, 493821450.00 ns, 58.8681 ns/op
WorkloadResult  45: 8388608 op, 482704950.00 ns, 57.5429 ns/op
WorkloadResult  46: 8388608 op, 475597850.00 ns, 56.6957 ns/op
WorkloadResult  47: 8388608 op, 461381150.00 ns, 55.0009 ns/op
WorkloadResult  48: 8388608 op, 480470950.00 ns, 57.2766 ns/op
WorkloadResult  49: 8388608 op, 504229750.00 ns, 60.1089 ns/op
WorkloadResult  50: 8388608 op, 534339650.00 ns, 63.6983 ns/op
WorkloadResult  51: 8388608 op, 477014050.00 ns, 56.8645 ns/op
WorkloadResult  52: 8388608 op, 475701350.00 ns, 56.7080 ns/op
WorkloadResult  53: 8388608 op, 485891250.00 ns, 57.9228 ns/op
WorkloadResult  54: 8388608 op, 458742450.00 ns, 54.6864 ns/op
WorkloadResult  55: 8388608 op, 439633550.00 ns, 52.4084 ns/op
WorkloadResult  56: 8388608 op, 480597650.00 ns, 57.2917 ns/op
WorkloadResult  57: 8388608 op, 482661150.00 ns, 57.5377 ns/op
WorkloadResult  58: 8388608 op, 477570350.00 ns, 56.9308 ns/op
WorkloadResult  59: 8388608 op, 461194250.00 ns, 54.9786 ns/op
WorkloadResult  60: 8388608 op, 500961950.00 ns, 59.7193 ns/op
WorkloadResult  61: 8388608 op, 506182850.00 ns, 60.3417 ns/op
WorkloadResult  62: 8388608 op, 449319550.00 ns, 53.5631 ns/op
WorkloadResult  63: 8388608 op, 482141450.00 ns, 57.4757 ns/op
WorkloadResult  64: 8388608 op, 484607350.00 ns, 57.7697 ns/op
WorkloadResult  65: 8388608 op, 507874250.00 ns, 60.5433 ns/op
WorkloadResult  66: 8388608 op, 444336450.00 ns, 52.9690 ns/op
WorkloadResult  67: 8388608 op, 473946650.00 ns, 56.4988 ns/op
WorkloadResult  68: 8388608 op, 492105750.00 ns, 58.6636 ns/op
WorkloadResult  69: 8388608 op, 492714950.00 ns, 58.7362 ns/op
WorkloadResult  70: 8388608 op, 503601150.00 ns, 60.0339 ns/op
// GC:  256 0 0 1073741824 8388608
// Threading:  0 0 8388608

// AfterAll
// Benchmark Process 18596 has exited with code 0.

Mean = 57.785 ns, StdErr = 0.362 ns (0.63%), N = 70, StdDev = 3.031 ns
Min = 51.400 ns, Q1 = 55.906 ns, Median = 57.507 ns, Q3 = 59.690 ns, Max = 65.168 ns
IQR = 3.783 ns, LowerFence = 50.231 ns, UpperFence = 65.365 ns
ConfidenceInterval = [56.540 ns; 59.030 ns] (CI 99.9%), Margin = 1.245 ns (2.15% of Mean)
Skewness = 0.31, Kurtosis = 2.88, MValue = 2

// ** Remained 1 (50.0%) benchmark(s) to run. Estimated finish 2026-04-19 11:15 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: CoffeeBench.UseSpan: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet CoffeeBenchMark-DefaultJob-1.dll --anonymousPipes 1544 1276 --benchmarkName CoffeeBench.UseSpan --job Default --benchmarkId 1 in C:\Users\ytara\source\repos\CoffeeShop\CoffeeBenchMark\bin\Release\net10.0\CoffeeBenchMark-DefaultJob-1\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.6 (10.0.6, 10.0.626.17701), X64 RyuJIT x86-64-v3
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 306300.00 ns, 306.3000 us/op
WorkloadJitting  1: 1 op, 462400.00 ns, 462.4000 us/op

OverheadJitting  2: 16 op, 1362000.00 ns, 85.1250 us/op
WorkloadJitting  2: 16 op, 806500.00 ns, 50.4063 us/op

WorkloadPilot    1: 16 op, 4300.00 ns, 268.7500 ns/op
WorkloadPilot    2: 32 op, 4100.00 ns, 128.1250 ns/op
WorkloadPilot    3: 64 op, 5000.00 ns, 78.1250 ns/op
WorkloadPilot    4: 128 op, 26800.00 ns, 209.3750 ns/op
WorkloadPilot    5: 256 op, 42600.00 ns, 166.4063 ns/op
WorkloadPilot    6: 512 op, 104500.00 ns, 204.1016 ns/op
WorkloadPilot    7: 1024 op, 90800.00 ns, 88.6719 ns/op
WorkloadPilot    8: 2048 op, 187700.00 ns, 91.6504 ns/op
WorkloadPilot    9: 4096 op, 404200.00 ns, 98.6816 ns/op
WorkloadPilot   10: 8192 op, 429800.00 ns, 52.4658 ns/op
WorkloadPilot   11: 16384 op, 991800.00 ns, 60.5347 ns/op
WorkloadPilot   12: 32768 op, 1976200.00 ns, 60.3088 ns/op
WorkloadPilot   13: 65536 op, 4213700.00 ns, 64.2960 ns/op
WorkloadPilot   14: 131072 op, 7223700.00 ns, 55.1125 ns/op
WorkloadPilot   15: 262144 op, 10815000.00 ns, 41.2560 ns/op
WorkloadPilot   16: 524288 op, 20039600.00 ns, 38.2225 ns/op
WorkloadPilot   17: 1048576 op, 40688100.00 ns, 38.8032 ns/op
WorkloadPilot   18: 2097152 op, 71063200.00 ns, 33.8856 ns/op
WorkloadPilot   19: 4194304 op, 105471100.00 ns, 25.1463 ns/op
WorkloadPilot   20: 8388608 op, 198233800.00 ns, 23.6313 ns/op
WorkloadPilot   21: 16777216 op, 381818700.00 ns, 22.7582 ns/op
WorkloadPilot   22: 33554432 op, 765845800.00 ns, 22.8240 ns/op

OverheadWarmup   1: 33554432 op, 221493500.00 ns, 6.6010 ns/op
OverheadWarmup   2: 33554432 op, 166217700.00 ns, 4.9537 ns/op
OverheadWarmup   3: 33554432 op, 164555400.00 ns, 4.9041 ns/op
OverheadWarmup   4: 33554432 op, 154463600.00 ns, 4.6034 ns/op
OverheadWarmup   5: 33554432 op, 159300900.00 ns, 4.7475 ns/op
OverheadWarmup   6: 33554432 op, 158181600.00 ns, 4.7142 ns/op
OverheadWarmup   7: 33554432 op, 148629900.00 ns, 4.4295 ns/op
OverheadWarmup   8: 33554432 op, 162829700.00 ns, 4.8527 ns/op
OverheadWarmup   9: 33554432 op, 146603700.00 ns, 4.3691 ns/op

OverheadActual   1: 33554432 op, 142699400.00 ns, 4.2528 ns/op
OverheadActual   2: 33554432 op, 153594800.00 ns, 4.5775 ns/op
OverheadActual   3: 33554432 op, 150725800.00 ns, 4.4920 ns/op
OverheadActual   4: 33554432 op, 150942200.00 ns, 4.4984 ns/op
OverheadActual   5: 33554432 op, 202643100.00 ns, 6.0392 ns/op
OverheadActual   6: 33554432 op, 165840000.00 ns, 4.9424 ns/op
OverheadActual   7: 33554432 op, 155066100.00 ns, 4.6213 ns/op
OverheadActual   8: 33554432 op, 168530000.00 ns, 5.0226 ns/op
OverheadActual   9: 33554432 op, 158634200.00 ns, 4.7277 ns/op
OverheadActual  10: 33554432 op, 161863800.00 ns, 4.8239 ns/op
OverheadActual  11: 33554432 op, 173402800.00 ns, 5.1678 ns/op
OverheadActual  12: 33554432 op, 160249900.00 ns, 4.7758 ns/op
OverheadActual  13: 33554432 op, 163572200.00 ns, 4.8748 ns/op
OverheadActual  14: 33554432 op, 146669500.00 ns, 4.3711 ns/op
OverheadActual  15: 33554432 op, 142518500.00 ns, 4.2474 ns/op
OverheadActual  16: 33554432 op, 159482900.00 ns, 4.7530 ns/op
OverheadActual  17: 33554432 op, 171500700.00 ns, 5.1111 ns/op
OverheadActual  18: 33554432 op, 185378100.00 ns, 5.5247 ns/op
OverheadActual  19: 33554432 op, 166970500.00 ns, 4.9761 ns/op
OverheadActual  20: 33554432 op, 147993000.00 ns, 4.4105 ns/op

WorkloadWarmup   1: 33554432 op, 814525000.00 ns, 24.2747 ns/op
WorkloadWarmup   2: 33554432 op, 747123500.00 ns, 22.2660 ns/op
WorkloadWarmup   3: 33554432 op, 768557100.00 ns, 22.9048 ns/op
